,full_text
11485,"Modi is creating a narrative that Modi is India &amp; whoever opposes him, is opposing the Indian Army &amp; is Indiaâ€™s enemy. This narrative of Modi is same as of Hitler, Mussolini &amp; Stalin. Rahul Gandhi needs to confront Modi. - @waglenikhil  https://t.co/ibRjIYAGup"
11486,"1. It starts out simply enough: Stony Rushing, candidate for Congress, had an affair.

But then, Rushing filed a lawsuit accusing his ex-lover of STALKING HIS TWEEN DAUGHTER 

https://t.co/7NyoBTKswM"
11487,'Ghar mein ghuske marengey' (We will enter your territory [Pakistan] and kill terrorists: PM @NarendraModi's stern warning to Pakistan while addressing a rally in Ahmedabad. (Pic: ANI) https://t.co/O6SUfFuzU2
11490,"1. You don't get it, do you?

If @narendramodi had to crack a joke on Rahul Gandhi during a presentation in IIT Kharagpur, imagine how much of mind space is Rahul occupying of Jahil modi.

Modi is now mortally afraid of losing 2019 and he knows that his nemesis is Rahul Gandhi. https://t.co/mPjtLCgVgV"
11493,@News18India @prateektv We stand by our Armed Forces But the question is ask when false narratives are being given for politicising How come BJP kept on giving the numbers in the political campaigns n Why? Even from where the Media got it So stop flaring the negative agenda for your TRPs!
11498,@thewire_in @narendramodi You morons are hilarious https://t.co/k6O4f2KaoB
11499,"Last time, dates of General Elections were announced on 5th March.... well, Modi ji is on a inauguration spree right now, so Election Commission has to wait, therefore there's going to be a delay! @i_theindian @inclusivemind2 @SimmiAhuja_ @RiaRevealed @LKadvaani @YippeekiYay_DH"
11503,"I had tweeted this MiG hoarding video with 'Make-in-India' message in Bengaluru.

With Rafales back in the debate, we will continue to ask @narendramodi 

âž¡ï¸ Why he chose bankrupt Ambani over HAL
âž¡ï¸ Why there is no Transfer of Technology like earlier

https://t.co/tDgGWwz6BV"
11507,"@GauravPandhi MODI first needs to get his priorities fixed...
The recent events has forced the common Indian to ponder weather he is fighting terrorism or neighbour?
Itâ€™s disheartening to see itâ€™s neither neighbour nor #HafizSayeed 

If at all he is fighting,itâ€™s for the PMâ€™s chair
#Shame"
11509,"@narendramodi This is accountability ? 

@narendramodi_in @Narendra modi
 56\ too shy to admit  @BJP4India defrauded me and betrayed Svatantra Senani Shoebullah Khan to Islamists and the greed of their crony @ncbn."
11510,"#Modi thought linkage of #Rafale with #Pulwama and #BalakotAirStrikes will deflect corruption charges. He said 'if only #India had #Rafale' during current crisis. However, people saw it as a political statement against #IAF which used Mirage and even Migs to deadly effect!"
11511,Were you targeting terrorists or trees? Sidhu hit out at PM Modi over election gimmick strike https://t.co/CWwOhvgKh5
11512,"The New York Times...ouch! This must hurt.

Whatever face they put on, the chest thumping saffron brigade in India, led by PM Modi, and egged on by a rabid press, must be seriously bristling. This is not how this was meant to turn out. https://t.co/JgWCn54Qda"
11513,@man_neels @sagarikaghose @narendramodi @PMOIndia That is what I am asking. Who the hell is she to remind the PM of the country that Pakistan is a nuclear state?
11517,"Yes we trust IAF ,they counted the targets not the dead terrorist..We don't trust BJP govt. who claimed 300 terrorist dead.. Modi's jumla.
@INCIndia @RahulGandhi @INCMumbai @digvijaya_28 @rssurjewala"
11521,"What is this tyranny of untruth? Indian Armed forces refused to own \250 terrorists killed in Balakote\"" theory peddled by Amit Shah. Isn't BJP insulting armed forces by attributing to them what they don't accept?"""
11523,"Congress, NCP Metals, Mamta Banerjee, Mahboba Mufti should be immediately sent to near LOC were Pakistan is targetting our boarder towns from last four days and then they should be air dropped at Bagalkot to count the bodies n assess the damage &amp; get the proof themselves https://t.co/Gf1Cvo3D64"
11524,"1. Why normal traffic is stopped or asked to slow down on national highway 1, when the bus from Pakistan, with police patrol vehicles &amp; ambulance, is on way to Delhi. 2. should this bus still ply? 
https://t.co/bzJ6kpr1ZS @narendramodi @PMOIndia https://t.co/PPKKRmOCwQ"
11526,Earlier Sonia Gandhi cried for Batla Encounter Terrorist &amp; Now worries on 250- 300 JeM Terrorist ?? #ExposePakLovers https://t.co/m4NSqXi2K2
11529,"@sagarikaghose @narendramodi @PMOIndia Pak is not nuclear power, they don't have mechanism to deliver nuclear bomb. This is not Semen filled balloon science so don't blabber."
11532,"@therealneenee76 @RepAdamSchiff Shouldnâ€™t these Dims (Nadler, Schiff, etc) have to have evidence of a crime before launching all of these â€œinvestigations?â€ Imagine your local prosecutor doing this to you! His actions would subject him to criminal prosecution. Same should be true for Congress!!"
11533,But this man will not be arrested under sedition charges  because #Saffron. Shame on the BJP. https://t.co/1nY3BZBgEG
11540,"@IamAlok_Verma @drshamamohd @GeorgekurianINC @AmitShah @CNNnews18 It is now very important that CONG shift their focuses back on agenda of attacking GOVT on their real failures ... Economy &amp; development

Pulwama &amp; Pakistan attack is what BJP created to distract Indians 

Cong need to bring them back on track ðŸ‘

ðŸ‘‡ðŸ‘‡ðŸ‘‡ https://t.co/C5JInkbE5c"
11542,"The entire Home department related to Internal Security was in Pakistan during the Mumbai Attack. The same was the case during the June 2006 attack on the RSS HQ. Too much of a coincidence? Who was the mole?

(Hindu Terror by RVS Mani)"
11545,"Sharing Dr. Nelson Joseph 's fb post !! 
Dr. NJ is asking ( including MOTHERS  of kids suffering from dyslexia  ),
What message Respected PM conveyed ? 
This PM cry when he talk about his past ( Seems fabricated ), call himself
' Chaiwala ' (No proof) ! 

Cruelty at its peak  !! https://t.co/bE24vyhdun"
11546,"Total terrorists killed.. 
Republic TV 400
Aaj tak 350
Other Channels 300
Amit shah 250
Modi 200
Air Force - we dont have exact figure"
11547,@sagarikaghose @narendramodi @PMOIndia Go n hide urself in rat's hole. India does not need cowards. For last so many yrs our ppl r killed by terrorists without much resistance. India cannot tolerate any more. Pak must be taught hard lessons irrespective of their bluff of nuclear war.
11557,"SM coordinator of seva dal congress spreading fake and edited video  
CC @BlrCityPolice please take action ðŸ™ðŸ™ https://t.co/1ws0nM1aMs"
11559,"Dreaded, ambiguous conduct rules haunt civil servants as Modi govt cracks down on non-compliant bureaucrats | @DhingraSanya https://t.co/rzd9kHvbSJ via @ThePrintIndia"
11561,"Russia-linked anti-LGBT World Congress of Familiesâ€™ Brian Brown was welcome in Kyiv at â€œAll-Ukrainian Family Forumâ€ that featured speeches by President Poroshenko, head of National Security and Defense Council Turchynov etc. The event resulted in a resolution attacking LGBT https://t.co/4FqqfDH9zg"
11564,"@USNationalGuard @Missouri_NG *sigh*

Congress has got to reassert their authority &amp; bring these forever wars to a responsible end.

This is part of the reason a group of veterans from @commondefense visited Capitol Hill last week. 

Enough is enough. Our kids should not be fighting the same war. #FTFW https://t.co/vWmcMCKH1J"
11565,"Priests defending pedophiles.
Congress defending white-collar criminals.
DA's defending killer cops.
\Constitutional Conservatives\"" defending racism."
11566,"@girishalva She stays relevant these days by taunting Modi. If not for anti Modi tweets, who is she? In stead of following/ reading/ reacting, we must collectively ignore these idiots n make them irrelevant!"
11567,"Did @NDTV and other pro PAKISTAN Prestitute channels air this interview?ðŸ˜‚

#Modi jee has given the anti nationals 30th degree burnsðŸ˜‚ https://t.co/emht3paorP"
11568,"â€˜Opposition wants to get rid of me, I want to get rid of terrorismâ€™: PM Modi at Patna rally
https://t.co/V8pSOo7emy

via NaMo App https://t.co/Az8veH792O"
11571,Shameless BJP using Abhinandanâ€™s photo to garner votes! https://t.co/dCpjdE2brl
11574,@IndiaToday Shame on BJP. https://t.co/OuRmqEYBIi
11582,"@PMOIndia 
BIG SCAM IN BJP GOVERMENT IN RAILWAYS GROUP D RESULT 
WHAT IS THE METHOD USED TO CONVERTING RAW MARKS INTO NORMALISED MARKS .
30-40 MARKS INCREMENT HOW CAN BE POSSIBLE ?????
PLZ REPLY SIR"
11587,"@SenKamalaHarris As far as I can tell, you don't have enough votes to block his emergency declaration, since he has said he will veto it if it passes in Congress. Until you have enough votes to override a veto on this you really don't have anything, do you?"
11590,"Civic Police along with others brutally beat up BJP's bike rally in Goaltor, Paschim Medinipur, West Bengal.

@PMOIndia @HMOIndia @rsprasad @narendramodi Do civic police have the power to beat up any civilians according to our constitution??"
11594,https://t.co/GlPP93OrVg @narendramodi ji nation demands that the identity of #GumnamiBaba is disclosed immediately to stop the denigration of #NetajiSubhasChandraBose by a private group - @MissionNetaji. @AmitShah @rajnathsingh @ahir_hansraj @arunjaitley @SushmaSwaraj @BJP4India
11595,"It's not Modi vs. Pakistan!

It's India vs. Islamic terrorism!

It reached as far as Kerala, as well!

You want us to sleep, with our blinkers on? https://t.co/LUdpa12iRZ"
11598,"@TurnoutPAC I would like to Abolish Congress! All of them are useless! If itâ€™s not about them, itâ€™s not about anyone! Nutty Nancy, 17 terms, (34) years, enough! Get rid of em all! In the Alternative Term Limits!!!"
11602,So satisfying to see these headlines in The New York Times- that just completely destroy Modi/jingo Indian media narrative of lies. #MondayMotivation https://t.co/u2MgEFeI8T
11615,"Those who say UPA govt did nothing after 26/11:

1- CM Deshmukh/HM R. R Patil resigned taking responsibility.

2-Soon after 26/11, MEA summoned Pak High Commissioner Shahid Malik to lodge protest over Pak's failure to curb terrorism, and issued a demarche to him on the strikes."
11621,"Bhayyaji, at least MODI didn't stop U from hurling your opinions! Read history to get to know about - #Hitler !

Further more,I thought, IG (Indira Gandhi) was the Hitlerni of India during the days of emergency)!

Did any one see emergency here in India-in the last 4+ years? ðŸ˜‚ðŸ™ https://t.co/poyQfkd09p"
11623,"Congress, it's where your money goes to die."
11625,"#PMGharMeinGhuskeyVow: Mr Modi has rightly stated we will enter the den and hit them hard but what about the enemy within? How will we deal with them?: @sambitswaraj, National Spokesperson BJP https://t.co/JKqbOHOccs"
11629,"Passports Of 45 NRIs Cancelled For Abandoning Their Wives: Maneka Gandhi https://t.co/xw963RfxQa
Beware. For NRIs it their passport to loose. But for RIs it can be their citizenship itself. Anybody can be the target. Unpredictable."
11631,@DWStweets @IlhanMN Criticizing Israelâ€™s policies and our congressâ€™ unquestioning loyalty to Israel isnâ€™t antisemitism. Itâ€™s a realistic assessment. The UN says recent actions by IDF constitute crimes against humanity but not a peep from congress. Quit trying to silence her.
11632,"An individual named Avi Dandiya posted a Facebook Live where he used a manufactured audio clip to claim that Pulwama attack was orchestrated by BJP. This dangerous, misleading video has been viewed more than a million times.

https://t.co/vT92PXHycc"
11634,"â€œThe country has felt the shortage of Rafale,â€ Mr. Modi said, admitting that India lost the dogfight to Pakistan, https://t.co/Qkktgb5B0k"
11637,"Very sad. Air strike in Balakote being reduced to number of dead by opposition.
Similar controversy in 1986 #Kashmir communal attacks on temples &amp; minority Hindu community  resulted in Exodus &amp; ethnic cleansing of entire KP civilization. @INCIndia was to blamed then also now"
11640,"First, if you are afraid of being killed by nuclear weapons, then look for a safe country for you. Here I give some suggestions like Syria, Iraq, North Korea. @sagarikaghose #NarendraModi https://t.co/h6yykJ3Vor"
11641,"Prime Minister Narendra Modi should respond to reports in the international media claiming there were hardly any casualties in Balakot Air Strike by the Indian Air Force: Congress MP Kapil Sibal

https://t.co/lC7L1jGGlc"
11644,"Modi accidentally calls Indian city â€˜Karachiâ€™.He then quickly realised his mistake and got it right by saying he meant â€˜Kochiâ€™ and not Karachi.
Nowadays my mind is preoccupied with the thoughts of the neighbouring country,he said,reported Hindustan Times. 
#IndiaPakTension https://t.co/kmNizZg90O"
11646,"@waglenikhil I think psychologists or psychiatrists should analyse those people whose only aim on Twitter is to find faults with Modi.Modi this ,Modi that....Just because he is not having Gandhi surname,not convent educated ,not in habit of obliging journalists ,&amp; follows Hinduism."
11648,"@GappistanRadio @congressmafia Exactly ! 
This is bad news for @INCIndia &amp; @AamAadmiParty Which went over board..

Whatever be the political affiliations, when it comes to INDO-Pak every INDIAN unites against the enemy.

Other parties of #MahaThugBandhan
smartly avoided acting over Smart."
